Price,Boat Type,Manufacturer,Type,Year Built,Length,Width,Material,Location,Number of views last 7 days
EUR 82000,Motor Yacht,Cranchi power boats,Used boat,2007,9.21,3.56,GRP,Italy,173
CHF 87900,Motor Yacht,Carver power boats,"Used boat,Diesel",1993,11.4,4.03,GRP,Switzerland,267
DKK 608000,Sport Boat,Yamarin power boats,new boat from stock,2019,7.0,2.0,,Denmark,50
Â£ 74395,Pilothouse,Jeanneau power boats,"new boat from stock,Unleaded",2020,7.9,2.79,PVC,United,24
EUR 81500,Motor Yacht,,Used boat,1997,11.55,3.75,GRP,Netherlands,52
CHF 88000,Pilothouse,Jeanneau power boats,"Used boat,Unleaded",2017,6.55,2.54,GRP,Switzerland,232
CHF 88000,"Classic,Runabout,Sport Boat",Riva power boats,"Used boat,Unleaded",1962,5.51,1.91,Wood,Switzerland,448
EUR 81400,Sport Boat,BÃ©nÃ©teau power boats,"Used boat,Diesel",2007,9.95,3.35,PVC,France,105
EUR 81000,Motor Yacht,Sciallino power boats,Used boat,2009,7.48,2.78,,Italy,91
EUR 81000,House Boat,,Used boat,0,11.7,3.4,Steel,Netherlands,95
EUR 81000,Deck Boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,8.1,2.5,PVC,France,68
EUR 80900,Motor Yacht,Balt Yacht power boats,new boat from stock,2020,9.8,2.98,GRP,Germany,97
EUR 80900,Pilothouse,Quicksilver (Brunswick Marine) power boats,"Used boat,Unleaded",2019,7.4,2.85,GRP,Germany,244
EUR 80846,Sport Boat,Parker power boats,"new boat from stock,Unleaded",2020,6.45,2.46,,Switzerland,146
DKK 599000,Motor Yacht,,Unleaded,2004,11.58,2.82,GRP,Denmark,146
EUR 80500,Sport Boat,Sea Ray power boats,"Used boat,Unleaded",2016,7.46,2.59,GRP,Switzerland,306
CHF 87000,"Classic,Runabout",Boesch power boats,"Used boat,Unleaded",1989,6.8,2.35,Wood,Switzerland,251
CHF 87000,Deck Boat,Alfastreet Marine power boats,"new boat from stock,Electric",2020,7.8,2.42,GRP,Switzerland,329
DKK 598000,Sport Boat,Campion power boats,new boat from stock,2020,7.0,2.0,,Denmark,53
DKK 598000,Sport Boat,Liberty power boats,"Used boat,Diesel",2005,7.22,1.43,GRP,Denmark,56
CHF 86000,"Classic,Runabout",Pegiva power boats,"Used boat,Diesel",2007,7.7,2.32,GRP,Switzerland,790
CHF 86000,Classic,Pedrazzini power boats,"Used boat,Unleaded",1964,6.5,2.35,Wood,Switzerland,399
EUR 80000,Motor Yacht,,Used boat,1998,15.9,3.03,GRP,Croatia,143
EUR 80000,Sport Boat,Quicksilver (Brunswick Marine) power boats,"Used boat,Unleaded",2016,9.0,3.0,GRP,Italy,150
EUR 80000,Motor Yacht,Fairline power boats,"Used boat,Diesel",1994,12.13,3.64,GRP,Portugal,80
EUR 80000,Motor Yacht,Ferretti power boats,Used boat,1992,12.0,3.94,GRP,Italy,50
EUR 80000,Motor Yacht,Ferretti power boats,Used boat,1992,12.0,3.94,GRP,Italy,49
EUR 80000,Center console boat,Princess power boats,"Used boat,Diesel",1992,12.22,3.89,GRP,Italy,40
EUR 80000,Motor Yacht,Sea Ray power boats,"Used boat,Diesel",1991,14.63,4.57,GRP,Spain,175
EUR 80000,Pilothouse,Quicksilver power boats,"new boat from stock,Unleaded",0,8.88,2.99,GRP,Germany,129
EUR 80000,Flybridge,Blackfin power boats,Used boat,1994,11.58,4.32,,Italy,60
EUR 80000,Pilothouse,Jeanneau power boats,"Used boat,Unleaded",2015,7.95,2.92,GRP,Italy,118
EUR 80000,House Boat,,Used boat,2020,8.0,4.3,,Germany,260
EUR 80000,"Classic,Runabout",Pedrazzini power boats,"Used boat,Unleaded",1985,6.65,2.25,Wood,Switzerland,396
EUR 80000,Motor Yacht,Airon Marine power boats,"Used boat,Unleaded",2017,9.5,3.0,GRP,Lago,362
EUR 80000,Cabin Boat,Sessa power boats,"Used boat,Diesel",2010,10.0,3.0,Plastic,Czech,870
EUR 79999,Motor Yacht,Parker power boats,"Used boat,Unleaded",2017,6.45,2.45,GRP,Germany,127
EUR 79999,Motor Yacht,Alpa power boats,"Used boat,Diesel",1995,11.97,4.0,GRP,Spain,57
EUR 79990,Offshore Boat,Sea Ray power boats,"Used boat,Unleaded",2005,11.0,2.55,GRP,Germany,74
EUR 79990,Trawler,Gruno power boats,"Used boat,Diesel",1995,11.0,3.7,Steel,Germany,88
EUR 79990,Trawler,,"Used boat,Diesel",2002,11.7,3.8,Steel,Germany,90
EUR 79990,Motor Yacht,,Diesel,1987,14.5,4.05,Aluminium,Germany,119
EUR 79950,Bowrider,Chaparral power boats,"new boat from stock,Unleaded",2019,7.47,2.59,,Spain,67
EUR 79940,Cabin Boat,Quicksilver power boats,"new boat on order,Unleaded",0,8.06,3.0,GRP,Germany,49
EUR 79940,Cabin Boat,Alfastreet Marine power boats,"new boat from stock,Electric",2020,7.8,2.45,GRP,Slovenia,144
EUR 79900,Motor Yacht,de Ruiter power boats,"Used boat,Diesel",1975,11.25,3.85,Steel,Germany,54
EUR 79900,Cabin Boat,Clear power boats,"Display Model,Unleaded",2017,7.7,2.44,GRP,Germany,67
EUR 79900,Bowrider,Draco power boats,"Used boat,Unleaded",2015,8.31,2.49,,Germany,78
EUR 79900,Pilothouse,AXOPAR power boats,"Used boat,Unleaded",2015,9.0,2.85,GRP,Spain,150
EUR 79900,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",1996,14.63,3.25,GRP,Spain,189
EUR 79900,Pilothouse,Sarins power boats,"Used boat,Diesel",2011,7.85,2.7,GRP,Germany,181
EUR 79900,Trawler,Kempala (NL) power boats,"Used boat,Diesel",1988,10.2,3.2,Steel,Switzerland,202
EUR 79900,Pilothouse,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2018,7.14,2.72,PVC,France,54
EUR 79900,Pilothouse,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2019,8.03,2.78,PVC,France,19
EUR 79900,Motor Yacht,Four Winns power boats,"Used boat,Unleaded",2018,24.42,2.55,GRP,Spain,134
EUR 79900,Sport Boat,Regal power boats,"new boat from stock,Unleaded",0,6.8,2.5,GRP,Germany,64
EUR 79900,Flybridge,Astinor power boats,Used boat,2002,11.98,4.25,,Spain,53
EUR 79900,Sport Boat,Four Winns power boats,"Used boat,Unleaded",2016,7.92,2.44,GRP,Spain,95
EUR 79900,Motor Yacht,,"Used boat,Diesel",1990,13.0,4.0,GRP,Croatia,38
EUR 79900,Bowrider,Scarab power boats,"new boat from stock,Unleaded",2020,5.7,2.4,GRP,Germany,100
EUR 79500,Working Boat,,"Used boat,Diesel",1950,19.99,4.85,Steel,Netherlands,135
EUR 79500,Motor Yacht,Rinker power boats,"Used boat,Diesel",2003,11.28,3.7,GRP,Netherlands,222
EUR 79500,Trawler,,"Used boat,Diesel",1956,38.75,5.06,Steel,Netherlands,76
EUR 79500,Trawler,,"Used boat,Diesel",1919,19.7,3.85,Steel,Netherlands,30
EUR 79500,Trawler,,Used boat,1990,12.5,3.65,Steel,Netherlands,52
EUR 79500,Flybridge,,"Used boat,Diesel",2002,11.3,3.5,GRP,Italy,57
EUR 79500,Motor Yacht,,Used boat,1990,12.0,3.7,Steel,Netherlands,60
EUR 79500,Trawler,Gruno power boats,"Used boat,Diesel",1999,12.1,3.8,Steel,Germany,117
EUR 79500,Trawler,,Used boat,1985,12.6,4.0,Steel,Netherlands,119
EUR 79500,Motor Yacht,Bavaria power boats,"Used boat,Diesel",2004,10.2,3.2,GRP,Spain,340
EUR 79500,Motor Yacht,Jeanneau power boats,"Used boat,Diesel",2009,10.25,3.63,,Italy,116
EUR 79500,Passenger boat,,Used boat,2010,33.78,6.5,Steel,Netherlands,117
EUR 79500,Motor Yacht,,Used boat,1983,11.6,3.75,Steel,Netherlands,70
EUR 79500,Launch,Waterdream power boats,Used boat,2016,8.5,3.12,Aluminium,Netherlands,104
EUR 79500,Trawler,,Used boat,1980,11.9,3.65,Steel,Netherlands,158
EUR 79500,Trawler,,Used boat,1979,14.0,4.21,Steel,Netherlands,124
EUR 79500,Flybridge,Faeton power boats,Used boat,2006,10.4,3.5,GRP,Netherlands,158
CHF 85500,Trawler,Linssen power boats,"Used boat,Diesel",1986,9.7,3.2,Steel,Switzerland,328
CHF 85420,Cabin Boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,6.96,2.5,GRP,Switzerland,147
EUR 79000,Motor Yacht,Piantoni (IT) power boats,"Used boat,Diesel",1990,14.0,4.6,GRP,Italy,57
EUR 79000,Trawler,,"Used boat,Diesel",1989,11.89,3.66,GRP,Croatia,37
EUR 79000,Flybridge,Azimut power boats,"Used boat,Diesel",1991,11.44,3.96,,Italy,69
EUR 79000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",1993,12.65,4.11,GRP,Croatia,210
EUR 79000,Trawler,Linssen power boats,"Used boat,Diesel",1990,11.5,3.6,Steel,Belgium,167
EUR 79000,Motor Yacht,Super van Craft power boats,"Used boat,Diesel",1976,12.2,3.3,Steel,Netherlands,109
EUR 79000,Sport Boat,Sessa power boats,"Used boat,Diesel",2006,9.56,3.0,,Italy,75
EUR 79000,Motor Yacht,Raffaelli power boats,"Used boat,Diesel",1989,14.2,4.3,,Italy,43
EUR 79000,Flybridge,Fairline power boats,"Used boat,Diesel",1990,14.05,4.22,GRP,Croatia,83
EUR 79000,Sport Boat,Riva power boats,Used boat,1988,15.2,4.15,GRP,Italy,93
EUR 79000,Sport Boat,,"Used boat,Diesel",2005,9.29,3.17,GRP,Spain,103
EUR 79000,Trawler,,Used boat,1992,11.9,3.75,Steel,Netherlands,97
EUR 79000,Motor Yacht,Sessa power boats,"Used boat,Diesel",2006,9.5,3.0,GRP,Croatia,81
EUR 79000,Trawler,,Used boat,2000,9.6,3.6,Steel,Netherlands,148
EUR 79000,Motor Yacht,Bavaria power boats,"Used boat,Unleaded",2011,8.5,2.99,,Italy,65
EUR 79000,Pilothouse,Jeanneau power boats,"Used boat,Unleaded",2016,8.9,2.99,PVC,France,97
EUR 79000,Flybridge,ST power boats,"Used boat,Diesel",2006,10.74,3.68,PVC,France,37
EUR 79000,Cabin Boat,Cranchi power boats,"Used boat,Unleaded",2018,8.5,2.5,GRP,Italy,144
EUR 79000,Motor Yacht,Island Gypsy power boats,"Used boat,Diesel",1981,11.98,3.65,GRP,Croatia,69
EUR 79000,Motor Yacht,Bayliner power boats,Used boat,1996,12.12,3.99,GRP,Netherlands,99
EUR 79000,Center console boat,Kelt power boats,"Used boat,Unleaded",2016,8.11,2.83,PVC,France,72
EUR 79000,Flybridge,BÃ©nÃ©teau power boats,"Used boat,Diesel",2005,10.8,3.44,PVC,France,109
EUR 79000,Flybridge,Prestige Yachts power boats,"Used boat,Diesel",2002,9.9,3.64,PVC,Spain,81
EUR 79000,Flybridge,Doqueve power boats,"Used boat,Diesel",1997,11.25,3.6,PVC,Spain,42
EUR 79000,Deck Boat,,"Used boat,Unleaded",2012,10.7,3.05,GRP,Italy,87
EUR 79000,Trawler,,"Used boat,Diesel",1991,13.85,4.2,Steel,Netherlands,46
EUR 79000,"Classic,Runabout",Cranchi power boats,Used boat,1965,6.05,1.95,Wood,Germany,37
EUR 79000,Motor Yacht,Carver power boats,Used boat,1994,11.87,4.04,,Italy,50
EUR 79000,Flybridge,Azimut power boats,"Used boat,Diesel",1994,11.58,3.98,GRP,Italy,105
EUR 79000,Pilothouse,Rhea power boats,"Used boat,Diesel",2005,8.65,3.3,PVC,France,124
EUR 79000,Motor Yacht,Bavaria power boats,"Used boat,Diesel",2001,11.6,3.7,GRP,Spain,145
EUR 79000,Flybridge,Dellapasqua power boats,Used boat,2002,11.3,3.6,GRP,Italy,132
EUR 79000,Pilothouse,BÃ©nÃ©teau power boats,Used boat,2012,8.81,2.96,PVC,Spain,115
EUR 79000,Classic,,Used boat,1925,8.0,2.0,Steel,Netherlands,86
EUR 79000,Motor Yacht,Treffer power boats,Used boat,1995,14.7,4.5,Steel,Netherlands,170
EUR 79000,House Boat,,"Used boat,Diesel",1939,26.32,6.05,Steel,Germany,365
EUR 79000,Hardtop,Stama power boats,"Used boat,Diesel",2003,11.99,3.6,,Italy,137
EUR 79000,"Cabin Boat,Motor Yacht",Bella power boats,"Used boat,Diesel",2012,9.1,3.3,GRP,Finland,268
EUR 79000,"Motor Yacht,Sport Boat",Bavaria power boats,"Used boat,Unleaded",2008,9.6,2.98,GRP,Germany,539
EUR 79000,Motor Yacht,Oost power boats,"Used boat,Diesel",2002,10.4,3.45,Steel,Germany,187
EUR 79000,Flybridge,Carver power boats,"Used boat,Diesel",1999,13.68,4.1,GRP,Spain,341
EUR 78999,Pilothouse,Quicksilver (Brunswick Marine) power boats,"new boat on order,Unleaded",2020,8.88,2.99,GRP,Germany,45
EUR 78000,Flybridge,Bertram Yacht power boats,"Used boat,Diesel",1986,10.55,3.65,GRP,Italy,31
EUR 78000,Fishing Boat,Tiara power boats,"Used boat,Diesel",1992,10.3,3.66,GRP,Italy,43
EUR 78000,Cabin Boat,Gobbi power boats,"Used boat,Diesel",2001,10.25,3.3,GRP,Germany,213
EUR 78000,Sport Boat,Bayliner power boats,"Used boat,Diesel",1996,12.8,4.09,PVC,Spain,87
EUR 78000,Motor Yacht,,"Used boat,Diesel",2004,11.3,3.35,GRP,Italy,68
EUR 78000,Trawler,Pedro power boats,Used boat,2002,9.32,3.5,Steel,Germany,115
EUR 78000,Pilothouse,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,6.98,2.79,PVC,Spain,42
EUR 78000,Hardtop,Bavaria power boats,"Used boat,Unleaded",2008,9.96,3.45,,Italy,180
EUR 78000,Motor Yacht,Prinz power boats,Used boat,2004,10.88,3.35,GRP,Italy,63
EUR 78000,Motor Yacht,Prinz power boats,Used boat,2004,10.06,3.05,,Malta,122
EUR 78000,Flybridge,Azimut power boats,"Used boat,Diesel",1996,11.68,3.8,GRP,France,184
EUR 78000,Flybridge,Gallart power boats,"Used boat,Diesel",2009,11.75,3.9,GRP,Belgium,244
EUR 78000,Motor Yacht,Bavaria power boats,"Used boat,Diesel",0,11.5,3.8,GRP,Italy,632
EUR 77900,Motor Yacht,Dellapasqua power boats,"Used boat,Diesel",1993,14.0,4.0,GRP,Croatia,157
EUR 77900,Pilothouse,Damor power boats,"Used boat,Diesel",2013,9.0,3.0,GRP,Croatia,100
EUR 77885,Sport Boat,Clear power boats,"Display Model,Unleaded",2017,7.7,2.44,GRP,Germany,81
EUR 77870,Pilothouse,Parker power boats,"new boat from stock,Unleaded",0,7.85,2.8,GRP,Germany,76
CHF 84070,Sport Boat,Four Winns power boats,new boat from stock,2019,6.5,2.55,GRP,Switzerland,337
EUR 77730,Deck Boat,Quicksilver power boats,"new boat from stock,Unleaded",0,8.75,2.99,GRP,Germany,92
Â£ 70764,Pilothouse,Jeanneau power boats,new boat from stock,2020,7.92,2.77,,United,30
EUR 77582,"Classic,Deck Boat",Riva power boats,"Used boat,Unleaded",1959,6.06,2.15,Wood,Opwijk,294
EUR 77527,Sport Boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2019,6.96,2.5,GRP,Switzerland,269
EUR 77500,Motor Yacht,,"Used boat,Diesel",1992,11.58,3.68,PVC,Netherlands,95
EUR 77500,Motor Yacht,Salpa power boats,"Used boat,Diesel",2006,9.0,3.0,GRP,Croatia,81
EUR 77500,Motor Yacht,Sessa power boats,"Used boat,Unleaded",2007,9.52,2.99,GRP,Spain,67
EUR 77500,Trawler,Vacance power boats,Used boat,2017,9.2,3.0,Steel,Netherlands,40
EUR 77500,Trawler,,"Used boat,Diesel",1927,30.2,5.06,Steel,Netherlands,37
EUR 77500,Wakeboard/Wakesurf,MasterCraft power boats,"Used boat,Unleaded",2015,6.1,2.49,,France,423
EUR 77500,Cabin Boat,Bavaria power boats,"Used boat,Unleaded",2011,8.5,2.99,GRP,Netherlands,261
CHF 83000,Motor Yacht,Colombo power boats,"Used boat,Diesel",1989,12.4,3.15,GRP,Switzerland,633
Â£ 69950,Motor Yacht,Cranchi power boats,"Used boat,Diesel",2000,11.73,3.86,,United,87
CHF 82900,Motor Yacht,Formula power boats,"Used boat,Unleaded",2008,10.5,3.1,GRP,Switzerland,392
EUR 76675,Deck Boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,8.1,2.53,PVC,France,34
Â£ 69900,Center console boat,Ocqueteau power boats,new boat from stock,2019,7.8,2.74,,United,91
EUR 76500,Motor Yacht,Bavaria power boats,Used boat,2007,9.45,2.98,GRP,Belgium,244
DKK 569000,Sport Boat,Campion power boats,new boat from stock,2020,6.0,2.0,,Denmark,34
CHF 82000,Pilothouse,Jeanneau power boats,"Used boat,Diesel",2014,7.74,2.81,GRP,Switzerland,466
EUR 76390,Cabin Boat,Viper power boats,"new boat from stock,Unleaded",0,7.25,2.57,GRP,Germany,103
CHF 82500,Wakeboard/Wakesurf,MasterCraft power boats,"Used boat,Unleaded",2012,6.78,2.54,Plastic,Switzerland,599
CHF 82500,"Classic,Runabout",Boesch power boats,"Used boat,Unleaded",1974,5.8,2.12,Wood,Switzerland,315
EUR 76000,Sport Boat,Sea Ray power boats,"Used boat,Unleaded",2004,9.3,2.89,GRP,Croatia,47
EUR 76000,Fishing Boat,Starfisher power boats,"Used boat,Diesel",2007,7.85,3.0,GRP,Spain,57
EUR 76000,Motor Yacht,Bavaria power boats,"Used boat,Diesel",2004,11.77,3.99,GRP,Italy,97
EUR 76000,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2018,7.99,2.8,PVC,France,54
EUR 75900,Sport Boat,XO Boats power boats,"new boat from stock,Unleaded",0,7.52,2.28,Aluminium,Germany,152
EUR 75900,Motor Yacht,Succes power boats,"Used boat,Diesel",2018,9.0,3.05,GRP,Germany,116
EUR 75800,Deck Boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2019,8.1,2.5,PVC,France,59
CHF 81838,Bowrider,Chaparral power boats,"new boat on order,Unleaded",2021,6.4,2.54,GRP,Switzerland,303
EUR 75677,Sport Boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2019,8.1,2.5,GRP,Austria,70
EUR 75650,Sport Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2019,6.28,2.46,GRP,Germany,107
EUR 75500,Pilothouse,Jeanneau power boats,"new boat from stock,Unleaded",2020,7.17,2.8,,France,39
EUR 75490,Cabin Boat,Finnmaster power boats,"new boat from stock,Unleaded",2019,7.2,2.29,,Germany,162
EUR 75446,Pilothouse,Jeanneau power boats,"new boat on order,Unleaded",2020,8.9,2.99,GRP,Germany,54
Â£ 68768,Pilothouse,Jeanneau power boats,"new boat from stock,Unleaded",2020,7.92,2.77,PVC,United,37
EUR 75408,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Diesel",2019,7.99,2.78,PVC,Spain,56
EUR 75300,Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,7.0,2.0,PVC,Spain,34
EUR 75000,Flybridge,Edership power boats,"Used boat,Diesel",1987,11.75,3.98,,Italy,69
EUR 75000,Motor Yacht,Cranchi power boats,"Used boat,Diesel",1999,10.8,3.84,GRP,France,69
EUR 75000,Trawler,,"Used boat,Diesel",1925,15.72,3.42,Steel,Netherlands,36
EUR 75000,Flybridge,Carnevali power boats,"Used boat,Diesel",2000,11.0,3.0,GRP,Croatia,135
EUR 75000,Trawler,,Used boat,1994,11.75,3.8,Steel,Netherlands,69
EUR 75000,Sport Boat,AL Custom power boats,"Used boat,Unleaded",2009,9.6,3.0,,Portugal,53
EUR 75000,Motor Yacht,Pedro power boats,"Used boat,Diesel",1995,10.3,3.5,Steel,Germany,70
EUR 75000,Cabin Boat,Cranchi power boats,"Used boat,Unleaded",1999,10.35,2.49,GRP,Italy,142
EUR 75000,Motor Yacht,Schaefer power boats,"Used boat,Diesel",2006,10.35,3.4,GRP,Spain,82
EUR 75000,Trawler,,Used boat,1998,12.5,3.5,Steel,Netherlands,88
EUR 75000,Sport Boat,Apreamare power boats,"Used boat,Diesel",1999,9.45,3.27,,Italy,131
EUR 75000,Motor Yacht,Princess power boats,"Used boat,Diesel",1996,12.4,3.73,GRP,Italy,90
EUR 75000,Flybridge,Valk power boats,Used boat,1979,14.6,4.1,Steel,Netherlands,82
EUR 75000,Motor Yacht,Bayliner power boats,"Used boat,Unleaded",2011,8.7,3.02,Wood,France,96
EUR 75000,Center console boat,Sessa power boats,Used boat,2009,8.93,2.99,GRP,Italy,111
EUR 75000,Passenger boat,,Used boat,1904,12.8,2.96,Steel,Netherlands,81
EUR 75000,Pontoon Boat,Quicksilver (Brunswick Marine) power boats,"Used boat,Unleaded",2017,8.88,2.99,GRP,Italy,100
EUR 75000,Flybridge,Jeanneau power boats,"Used boat,Diesel",2006,9.76,3.16,PVC,Spain,54
EUR 75000,Motor Yacht,Cruisers Yachts power boats,"Used boat,Diesel",2003,11.25,3.54,GRP,Greece,100
EUR 75000,Pilothouse,Rhea power boats,"Used boat,Diesel",2006,9.3,3.3,PVC,France,81
EUR 75000,Sport Boat,,new boat from stock,2018,6.02,2.44,GRP,Italy,53
EUR 75000,Working Boat,,"Used boat,Diesel",1987,13.88,,,Italy,99
EUR 75000,Sport Boat,Regal power boats,"Used boat,Unleaded",2015,8.8,2.6,PVC,France,78
EUR 75000,Sport Boat,Riva power boats,Used boat,1978,8.17,2.43,,Netherlands,170
EUR 75000,Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,8.1,2.5,,France,48
EUR 75000,Flybridge,Raffaelli power boats,"Used boat,Diesel",1991,14.2,4.3,GRP,Italy,122
EUR 75000,Center console boat,Jeanneau power boats,"new boat from stock,Unleaded",2020,7.19,2.52,PVC,France,31
EUR 75000,Sport Boat,Cigarette power boats,Used boat,0,9.5,2.59,,Belgium,157
EUR 75000,Sport Boat,Bertram Yacht power boats,"Used boat,Diesel",1995,9.32,3.44,GRP,Italy,73
EUR 75000,"Cabin Boat,Motor Yacht",Holland Boat power boats,"Used boat,Diesel",1989,11.4,3.7,GRP,Belgium,277
EUR 75000,Sport Boat,Jeanneau power boats,"Used boat,Unleaded",2018,7.84,2.55,GRP,Germany,256
EUR 75000,Pilothouse,Jeanneau power boats,"new boat from stock,Unleaded",2020,7.43,2.81,PVC,France,61
EUR 75000,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Diesel",2016,7.74,2.95,PVC,France,62
EUR 75000,Motor Yacht,Innovazioni e Progetti power boats,"Used boat,Diesel",2001,12.39,3.7,GRP,Italy,93
EUR 74998,Cabin Boat,Quicksilver (Brunswick Marine) power boats,"new boat on order,Unleaded",2020,7.88,2.55,GRP,Germany,45
EUR 74990,House Boat,,"new boat from stock,Unleaded",2019,12.0,4.0,GRP,Poland,88
EUR 74990,Pilothouse,Parker power boats,"Display Model,Unleaded",2020,7.99,2.54,GRP,Germany,169
EUR 74990,Pilothouse,Jeanneau power boats,"Used boat,Unleaded",2013,8.9,2.99,PVC,France,75
EUR 74990,Motor Yacht,Edership power boats,Diesel,1986,13.08,4.3,GRP,Germany,104
EUR 74900,Sport Boat,Tullio Abbate power boats,"Used boat,Unleaded",1988,12.3,2.65,GRP,Switzerland,333
EUR 74900,Pilothouse,Parker power boats,"new boat from stock,Unleaded",0,7.9,2.9,GRP,Germany,96
EUR 74900,Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,8.1,2.5,PVC,France,40
EUR 74900,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2015,8.81,2.96,PVC,France,53
EUR 74900,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2014,8.81,2.96,PVC,France,62
EUR 74900,Sport Boat,Quicksilver (Brunswick Marine) power boats,"Display Model,Unleaded",2019,6.99,2.55,GRP,Germany,162
EUR 74900,Pilothouse,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,8.23,2.79,PVC,France,39
EUR 74900,Fishing Boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2015,8.91,2.93,GRP,Spain,163
EUR 74900,Sport Boat,Bayliner power boats,Used boat,2004,9.65,3.35,GRP,Netherlands,114
EUR 74900,Trawler,Pedro power boats,Used boat,2001,10.6,3.5,Steel,Netherlands,98
EUR 74800,Trawler,,"Used boat,Diesel",1923,16.0,3.0,Steel,Netherlands,75
EUR 74800,Sport Boat,Rinker power boats,"Used boat,Unleaded",2012,8.8,2.75,GRP,Germany,249
EUR 74700,Deck Boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,8.1,2.5,PVC,France,48
EUR 74700,House Boat,,"Used boat,Unleaded",2017,12.0,3.3,,Germany,171
EUR 74580,Motor Yacht,Balt Yacht power boats,new boat from stock,2020,8.48,2.75,GRP,Germany,188
Â£ 67950,Deck Boat,Jeanneau power boats,new boat from stock,2019,7.62,2.51,,United,39
EUR 74500,Motor Yacht,Balt Yacht power boats,"new boat from stock,Diesel",2020,9.8,2.98,GRP,Germany,203
EUR 74500,Hardtop,Jeanneau power boats,"Used boat,Diesel",2000,11.0,3.0,GRP,Croatia,106
EUR 74500,Trawler,Pedro power boats,"Used boat,Diesel",2003,10.6,3.5,Steel,Netherlands,168
EUR 74500,Motor Yacht,Sea Ray power boats,"Used boat,Unleaded",2006,9.47,2.9,GRP,Slovenia,144
EUR 74500,Trawler,,"Used boat,Diesel",1990,12.6,3.7,Steel,Netherlands,74
EUR 74500,Deck Boat,Sessa power boats,"Used boat,Unleaded",2006,9.01,2.99,GRP,Germany,89
EUR 74500,Motor Yacht,Neptunus power boats,"Used boat,Diesel",1991,13.8,4.4,GRP,Germany,213
EUR 74500,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2019,8.23,2.79,PVC,France,69
EUR 74500,Motor Yacht,Sessa power boats,"Used boat,Unleaded",2002,10.2,3.53,,Spain,107
EUR 74500,Motor Yacht,,"Used boat,Diesel",1927,18.25,4.7,Steel,Netherlands,130
EUR 74500,Trawler,Super Lauwersmeer power boats,Used boat,1975,11.2,3.45,Steel,Netherlands,143
EUR 74000,Center console boat,Jeanneau power boats,"Used boat,Unleaded",2016,8.37,2.98,PVC,France,68
EUR 74000,Sport Boat,,"Used boat,Unleaded",2005,11.4,3.68,PVC,France,98
EUR 74000,"Classic,Runabout",Boesch power boats,"Used boat,Unleaded",1971,5.8,2.1,Wood,Germany,114
EUR 74000,Motor Yacht,Bavaria power boats,"Used boat,Unleaded",2011,8.95,2.95,GRP,Croatia,120
EUR 74000,Motor Yacht,Fairline power boats,"Used boat,Diesel",1994,11.74,3.79,GRP,Austria,155
EUR 73990,Cabin Boat,Saver power boats,"new boat from stock,Unleaded",2020,8.3,2.55,GRP,Germany,140
EUR 73990,Trawler,,Diesel,1990,12.5,3.7,Steel,Germany,68
CHF 79900,Sport Boat,Colombo power boats,"Used boat,Unleaded",2004,10.8,3.0,GRP,Switzerland,326
CHF 79900,"Classic,Runabout",Boesch power boats,"Used boat,Unleaded",1986,5.9,2.18,Wood,Switzerland,462
EUR 73900,Cabin Boat,Viper power boats,"new boat from stock,Unleaded",0,7.25,2.57,GRP,Germany,90
EUR 73900,Sport Boat,Sessa power boats,"Used boat,Diesel",2006,9.5,3.0,,Italy,60
DKK 549000,Trawler,AMS Marine Yachten power boats,"Used boat,Diesel",1976,12.2,4.25,GRP,Denmark,530
CHF 79000,Sport Boat,Faeton power boats,"Used boat,Diesel",2002,7.8,2.8,GRP,Switzerland,218
CHF 79000,Classic,Boesch power boats,"Used boat,Unleaded",1984,5.9,2.12,Wood,Switzerland,917
